timestamp,client_id,dataset_name,round,xai_method_used,Attack_precision,Attack_recall,Attack_f1_score,Attack_support,Normal_precision,Normal_recall,Normal_f1_score,Normal_support,accuracy,macro avg_precision,macro avg_recall,macro avg_f1_score,macro avg_support,weighted avg_precision,weighted avg_recall,weighted avg_f1_score,weighted avg_support
2025-08-10 18:26:58,0,cicflowmeter,1,both,0.9952651515151515,0.9915094339622641,0.9933837429111532,1060.0,0.966542750929368,0.9811320754716981,0.9737827715355806,265.0,0.9894339622641509,0.9809039512222597,0.9863207547169811,0.9835832572233669,1325.0,0.9895206713979947,0.9894339622641509,0.9894635486360387,1325.0
2025-08-10 18:28:23,0,cicflowmeter,2,both,0.9924599434495759,0.9933962264150943,0.9929278642149929,1060.0,0.9734848484848485,0.969811320754717,0.9716446124763705,265.0,0.9886792452830189,0.9829723959672122,0.9816037735849057,0.9822862383456816,1325.0,0.9886649244566303,0.9886792452830189,0.9886712138672684,1325.0
2025-08-10 18:29:49,0,cicflowmeter,3,both,0.996222851746931,0.9952830188679245,0.9957527135441245,1060.0,0.981203007518797,0.9849056603773585,0.9830508474576272,265.0,0.9932075471698113,0.9887129296328641,0.9900943396226415,0.9894017805008759,1325.0,0.9932188829013042,0.9932075471698113,0.993212340326825,1325.0
2025-08-10 18:31:13,0,cicflowmeter,4,both,0.9962264150943396,0.9962264150943396,0.9962264150943396,1060.0,0.9849056603773585,0.9849056603773585,0.9849056603773585,265.0,0.9939622641509434,0.9905660377358491,0.9905660377358491,0.9905660377358491,1325.0,0.9939622641509434,0.9939622641509434,0.9939622641509434,1325.0
2025-08-10 18:32:37,0,cicflowmeter,5,both,0.9962299717247879,0.9971698113207547,0.9966996699669967,1060.0,0.9886363636363636,0.9849056603773585,0.9867674858223062,265.0,0.9947169811320755,0.9924331676805758,0.9910377358490565,0.9917335778946514,1325.0,0.994711250107103,0.9947169811320755,0.9947132331380585,1325.0
2025-08-10 18:34:01,0,cicflowmeter,6,both,0.9962299717247879,0.9971698113207547,0.9966996699669967,1060.0,0.9886363636363636,0.9849056603773585,0.9867674858223062,265.0,0.9947169811320755,0.9924331676805758,0.9910377358490565,0.9917335778946514,1325.0,0.994711250107103,0.9947169811320755,0.9947132331380585,1325.0
2025-08-10 18:35:25,0,cicflowmeter,7,both,0.9962299717247879,0.9971698113207547,0.9966996699669967,1060.0,0.9886363636363636,0.9849056603773585,0.9867674858223062,265.0,0.9947169811320755,0.9924331676805758,0.9910377358490565,0.9917335778946514,1325.0,0.994711250107103,0.9947169811320755,0.9947132331380585,1325.0
2025-08-10 18:36:49,0,cicflowmeter,8,both,0.9962299717247879,0.9971698113207547,0.9966996699669967,1060.0,0.9886363636363636,0.9849056603773585,0.9867674858223062,265.0,0.9947169811320755,0.9924331676805758,0.9910377358490565,0.9917335778946514,1325.0,0.994711250107103,0.9947169811320755,0.9947132331380585,1325.0
2025-08-10 18:38:13,0,cicflowmeter,9,both,0.9962299717247879,0.9971698113207547,0.9966996699669967,1060.0,0.9886363636363636,0.9849056603773585,0.9867674858223062,265.0,0.9947169811320755,0.9924331676805758,0.9910377358490565,0.9917335778946514,1325.0,0.994711250107103,0.9947169811320755,0.9947132331380585,1325.0
2025-08-10 18:39:38,0,cicflowmeter,10,both,0.9971698113207547,0.9971698113207547,0.9971698113207547,1060.0,0.9886792452830189,0.9886792452830189,0.9886792452830189,265.0,0.9954716981132076,0.9929245283018868,0.9929245283018868,0.9929245283018868,1325.0,0.9954716981132076,0.9954716981132076,0.9954716981132076,1325.0
2025-08-10 18:41:06,0,cicflowmeter,11,both,0.9971724787935909,0.9981132075471698,0.9976426214049976,1060.0,0.9924242424242424,0.9886792452830189,0.9905482041587902,265.0,0.9962264150943396,0.9947983606089167,0.9933962264150944,0.994095412781894,1325.0,0.9962228315197212,0.9962264150943396,0.996223737955756,1325.0
2025-08-10 18:42:38,0,cicflowmeter,12,both,0.9971724787935909,0.9981132075471698,0.9976426214049976,1060.0,0.9924242424242424,0.9886792452830189,0.9905482041587902,265.0,0.9962264150943396,0.9947983606089167,0.9933962264150944,0.994095412781894,1325.0,0.9962228315197212,0.9962264150943396,0.996223737955756,1325.0
2025-08-10 18:44:05,0,cicflowmeter,13,both,0.9971724787935909,0.9981132075471698,0.9976426214049976,1060.0,0.9924242424242424,0.9886792452830189,0.9905482041587902,265.0,0.9962264150943396,0.9947983606089167,0.9933962264150944,0.994095412781894,1325.0,0.9962228315197212,0.9962264150943396,0.996223737955756,1325.0
2025-08-10 18:45:37,0,cicflowmeter,14,both,0.9962335216572504,0.9981132075471698,0.9971724787935909,1060.0,0.9923954372623575,0.9849056603773585,0.9886363636363636,265.0,0.9954716981132076,0.994314479459804,0.9915094339622641,0.9929044212149774,1325.0,0.9954659047782719,0.9954716981132076,0.9954652557621454,1325.0
2025-08-10 18:47:06,0,cicflowmeter,15,both,0.9962335216572504,0.9981132075471698,0.9971724787935909,1060.0,0.9923954372623575,0.9849056603773585,0.9886363636363636,265.0,0.9954716981132076,0.994314479459804,0.9915094339622641,0.9929044212149774,1325.0,0.9954659047782719,0.9954716981132076,0.9954652557621454,1325.0
2025-08-10 18:48:44,0,cicflowmeter,16,both,0.9962335216572504,0.9981132075471698,0.9971724787935909,1060.0,0.9923954372623575,0.9849056603773585,0.9886363636363636,265.0,0.9954716981132076,0.994314479459804,0.9915094339622641,0.9929044212149774,1325.0,0.9954659047782719,0.9954716981132076,0.9954652557621454,1325.0
